trip_id,arrival_time,departure_time,stop_id,stop_sequence
53,11:36:00,11:38:00,8002548,16
53,11:45:00,11:45:00,8002553,17
56,06:49:00,06:49:00,8000105,0
56,07:14:00,07:16:00,8000111,1
56,07:32:00,07:33:00,8000124,2
56,07:48:00,07:49:00,8000337,3
56,08:02:00,08:04:00,8005661,4
56,08:15:00,08:16:00,8000129,5
56,08:52:00,08:54:00,8003200,6
56,09:15:00,09:17:00,8000128,7
56,09:50:00,09:51:00,8003487,8
56,09:58:00,10:01:00,8000152,9
56,10:18:00,10:19:00,8000064,10
56,10:40:00,10:42:00,8000168,11
56,10:56:00,10:58:00,8000238,12
56,11:17:00,11:19:00,8000147,13
56,11:29:00,11:33:00,8002549,14
56,11:36:00,11:38:00,8002548,15
56,11:45:00,11:45:00,8002553,16
62,06:49:00,06:49:00,8000105,0
62,07:14:00,07:16:00,8000111,1
62,07:32:00,07:33:00,8000124,2
62,07:48:00,07:49:00,8000337,3
62,08:02:00,08:04:00,8005661,4
62,08:15:00,08:16:00,8000129,5
62,08:32:00,08:33:00,8000368,6
62,08:54:00,08:56:00,8003200,7
9,06:09:00,06:09:00,8002553,0
9,06:16:00,06:18:00,8002548,1
9,06:21:00,06:25:00,8002549,2
9,06:34:00,06:36:00,8000147,3
9,06:53:00,06:55:00,8000238,4
9,07:04:00,07:06:00,8000935,5
9,07:13:00,07:15:00,8000168,6
9,07:36:00,07:37:00,8000064,7
9,07:58:00,08:01:00,8000152,8
9,08:38:00,08:40:00,8000128,9
9,09:01:00,09:03:00,8003200,10
9,09:35:00,09:36:00,8000129,11
9,09:48:00,09:50:00,8005661,12
9,10:03:00,10:04:00,8000337,13
9,10:21:00,10:22:00,8000124,14
9,10:40:00,10:42:00,8000111,15
9,11:04:00,11:06:00,8002042,16
9,11:11:00,11:20:00,8000105,17
15,06:09:00,06:09:00,8002553,0
15,06:16:00,06:18:00,8002548,1
15,06:21:00,06:25:00,8002549,2
15,06:34:00,06:36:00,8000147,3
15,06:53:00,06:55:00,8000238,4
15,07:04:00,07:06:00,8000935,5
15,07:13:00,07:15:00,8000168,6
15,07:36:00,07:37:00,8000064,7
15,07:58:00,08:01:00,8000152,8
15,08:38:00,08:40:00,8000128,9
15,09:01:00,09:03:00,8003200,10
15,09:35:00,09:36:00,8000129,11
15,09:48:00,09:50:00,8005661,12
15,10:03:00,10:04:00,8000337,13
15,10:21:00,10:22:00,8000124,14
15,10:40:00,10:42:00,8000111,15
15,11:04:00,11:06:00,8002042,16
15,11:11:00,11:20:00,8000105,17
15,11:35:00,11:37:00,8000068,18
15,11:48:00,11:50:00,8000031,19
15,11:58:00,12:00:00,8000377,20
15,12:13:00,12:15:00,8000156,21
